seccion_codigo;distrito_codigo;distrito_nombre;municipio_codigo;municipio_nombre;superficie_km2
7907096;7907;Chamberí;79;MADRID;0.04
7907097;7907;Chamberí;79;MADRID;0.03
7907098;7907;Chamberí;79;MADRID;0.02
7907099;7907;Chamberí;79;MADRID;0.02
7907100;7907;Chamberí;79;MADRID;0.02
7907101;7907;Chamberí;79;MADRID;0.02
7907102;7907;Chamberí;79;MADRID;0.12
7907103;7907;Chamberí;79;MADRID;0.05
7907105;7907;Chamberí;79;MADRID;0.02
7907106;7907;Chamberí;79;MADRID;0.03
7907107;7907;Chamberí;79;MADRID;0.03
7907108;7907;Chamberí;79;MADRID;0.04
7907109;7907;Chamberí;79;MADRID;0.03
7907110;7907;Chamberí;79;MADRID;0.03
7907111;7907;Chamberí;79;MADRID;0.02
7907113;7907;Chamberí;79;MADRID;0.05
7907114;7907;Chamberí;79;MADRID;0.04
7907115;7907;Chamberí;79;MADRID;0.04
7907116;7907;Chamberí;79;MADRID;0.03
7907117;7907;Chamberí;79;MADRID;0.05
7920062;7920;San Blas-Canillejas;79;MADRID;0.04
7920063;7920;San Blas-Canillejas;79;MADRID;0.07
7920064;7920;San Blas-Canillejas;79;MADRID;0.04
7920065;7920;San Blas-Canillejas;79;MADRID;0.06
7920066;7920;San Blas-Canillejas;79;MADRID;0.06
7920067;7920;San Blas-Canillejas;79;MADRID;7.75
7920102;7920;San Blas-Canillejas;79;MADRID;0.10
7920103;7920;San Blas-Canillejas;79;MADRID;0.08
7920104;7920;San Blas-Canillejas;79;MADRID;0.08
7920106;7920;San Blas-Canillejas;79;MADRID;0.16
7920107;7920;San Blas-Canillejas;79;MADRID;0.13
7920110;7920;San Blas-Canillejas;79;MADRID;0.09
7920113;7920;San Blas-Canillejas;79;MADRID;0.10
7920114;7920;San Blas-Canillejas;79;MADRID;0.17
7920115;7920;San Blas-Canillejas;79;MADRID;0.14
7920117;7920;San Blas-Canillejas;79;MADRID;0.19
7917002;7917;Villaverde;79;MADRID;0.05
7917003;7917;Villaverde;79;MADRID;0.06
7917004;7917;Villaverde;79;MADRID;0.04
7917006;7917;Villaverde;79;MADRID;0.05
7917007;7917;Villaverde;79;MADRID;0.03
7917008;7917;Villaverde;79;MADRID;0.05
7917009;7917;Villaverde;79;MADRID;0.02
7917010;7917;Villaverde;79;MADRID;0.03
7917011;7917;Villaverde;79;MADRID;0.04
7917012;7917;Villaverde;79;MADRID;0.03
7917013;7917;Villaverde;79;MADRID;0.02
7917014;7917;Villaverde;79;MADRID;0.02
7917015;7917;Villaverde;79;MADRID;0.02
7917016;7917;Villaverde;79;MADRID;0.02
7917017;7917;Villaverde;79;MADRID;0.03
7917018;7917;Villaverde;79;MADRID;0.02
7917019;7917;Villaverde;79;MADRID;0.02
7917020;7917;Villaverde;79;MADRID;0.07
7917021;7917;Villaverde;79;MADRID;2.71
7917022;7917;Villaverde;79;MADRID;0.08
7917023;7917;Villaverde;79;MADRID;0.05
7917024;7917;Villaverde;79;MADRID;0.05
7917025;7917;Villaverde;79;MADRID;0.02
7917026;7917;Villaverde;79;MADRID;0.03
7917027;7917;Villaverde;79;MADRID;0.07
7917028;7917;Villaverde;79;MADRID;0.04
7917029;7917;Villaverde;79;MADRID;0.19
7917098;7917;Villaverde;79;MADRID;0.03
7917099;7917;Villaverde;79;MADRID;0.23
7917100;7917;Villaverde;79;MADRID;0.02
7917106;7917;Villaverde;79;MADRID;4.76
7917109;7917;Villaverde;79;MADRID;0.02
7917113;7917;Villaverde;79;MADRID;0.17
7917031;7917;Villaverde;79;MADRID;0.24
7917032;7917;Villaverde;79;MADRID;0.05
7917033;7917;Villaverde;79;MADRID;0.03
7917035;7917;Villaverde;79;MADRID;0.02
7917036;7917;Villaverde;79;MADRID;0.02
7917037;7917;Villaverde;79;MADRID;0.03
7917038;7917;Villaverde;79;MADRID;0.08
7917039;7917;Villaverde;79;MADRID;0.05
7917041;7917;Villaverde;79;MADRID;0.49
7917042;7917;Villaverde;79;MADRID;0.02
7917043;7917;Villaverde;79;MADRID;0.06
7913036;7913;Puente de Vallecas;79;MADRID;0.02
7913037;7913;Puente de Vallecas;79;MADRID;0.05
7913038;7913;Puente de Vallecas;79;MADRID;0.04
7913039;7913;Puente de Vallecas;79;MADRID;0.04
7913040;7913;Puente de Vallecas;79;MADRID;0.04
7913041;7913;Puente de Vallecas;79;MADRID;0.06
7913042;7913;Puente de Vallecas;79;MADRID;0.04
7913043;7913;Puente de Vallecas;79;MADRID;0.04
7913044;7913;Puente de Vallecas;79;MADRID;0.05
7913045;7913;Puente de Vallecas;79;MADRID;0.04
7913046;7913;Puente de Vallecas;79;MADRID;0.04
7913047;7913;Puente de Vallecas;79;MADRID;0.04
7913048;7913;Puente de Vallecas;79;MADRID;0.03
7913049;7913;Puente de Vallecas;79;MADRID;0.05
7913050;7913;Puente de Vallecas;79;MADRID;0.03
7913052;7913;Puente de Vallecas;79;MADRID;0.03
7913053;7913;Puente de Vallecas;79;MADRID;0.04
7913054;7913;Puente de Vallecas;79;MADRID;0.04
7913055;7913;Puente de Vallecas;79;MADRID;0.03
7913056;7913;Puente de Vallecas;79;MADRID;0.09
7913057;7913;Puente de Vallecas;79;MADRID;0.04
7913058;7913;Puente de Vallecas;79;MADRID;0.02
7913059;7913;Puente de Vallecas;79;MADRID;0.02
7913060;7913;Puente de Vallecas;79;MADRID;0.02
7913061;7913;Puente de Vallecas;79;MADRID;0.02
7913062;7913;Puente de Vallecas;79;MADRID;0.02
7913063;7913;Puente de Vallecas;79;MADRID;0.02
7913065;7913;Puente de Vallecas;79;MADRID;0.03
7913066;7913;Puente de Vallecas;79;MADRID;0.02
7913069;7913;Puente de Vallecas;79;MADRID;0.02
7912027;7912;Usera;79;MADRID;0.31
7912028;7912;Usera;79;MADRID;0.01
7912029;7912;Usera;79;MADRID;0.02
7912030;7912;Usera;79;MADRID;0.02
7912031;7912;Usera;79;MADRID;0.02
7912032;7912;Usera;79;MADRID;0.10
7912033;7912;Usera;79;MADRID;0.05
7912034;7912;Usera;79;MADRID;0.10
7912037;7912;Usera;79;MADRID;0.04
7912100;7912;Usera;79;MADRID;0.07
7912103;7912;Usera;79;MADRID;0.33
7912104;7912;Usera;79;MADRID;0.28
7912105;7912;Usera;79;MADRID;0.02
7912109;7912;Usera;79;MADRID;0.07
7911047;7911;Carabanchel;79;MADRID;0.02
7911048;7911;Carabanchel;79;MADRID;0.05
7911049;7911;Carabanchel;79;MADRID;0.08
7911050;7911;Carabanchel;79;MADRID;0.04
7911051;7911;Carabanchel;79;MADRID;0.08
7911054;7911;Carabanchel;79;MADRID;0.62
7911055;7911;Carabanchel;79;MADRID;0.10
7911056;7911;Carabanchel;79;MADRID;0.05
7911057;7911;Carabanchel;79;MADRID;0.03
7911058;7911;Carabanchel;79;MADRID;0.02
7911059;7911;Carabanchel;79;MADRID;0.03
7911060;7911;Carabanchel;79;MADRID;0.08
7911061;7911;Carabanchel;79;MADRID;0.04
7911062;7911;Carabanchel;79;MADRID;0.04
7911063;7911;Carabanchel;79;MADRID;0.08
7911065;7911;Carabanchel;79;MADRID;0.05
7911066;7911;Carabanchel;79;MADRID;0.03
7911067;7911;Carabanchel;79;MADRID;0.08
7911068;7911;Carabanchel;79;MADRID;0.02
7911069;7911;Carabanchel;79;MADRID;0.04
7911070;7911;Carabanchel;79;MADRID;0.06
7911071;7911;Carabanchel;79;MADRID;0.05
7911072;7911;Carabanchel;79;MADRID;0.03
7911073;7911;Carabanchel;79;MADRID;0.04
7911074;7911;Carabanchel;79;MADRID;0.02
7911075;7911;Carabanchel;79;MADRID;0.04
7911180;7911;Carabanchel;79;MADRID;0.03
7911195;7911;Carabanchel;79;MADRID;0.05
7915148;7915;Ciudad Lineal;79;MADRID;0.12
7915149;7915;Ciudad Lineal;79;MADRID;0.14
7915150;7915;Ciudad Lineal;79;MADRID;0.25
7915151;7915;Ciudad Lineal;79;MADRID;0.15
7915153;7915;Ciudad Lineal;79;MADRID;0.04
7915174;7915;Ciudad Lineal;79;MADRID;0.10
7915175;7915;Ciudad Lineal;79;MADRID;0.06
7915178;7915;Ciudad Lineal;79;MADRID;0.11
7915180;7915;Ciudad Lineal;79;MADRID;0.07
7915132;7915;Ciudad Lineal;79;MADRID;0.18
7915133;7915;Ciudad Lineal;79;MADRID;0.04
7915134;7915;Ciudad Lineal;79;MADRID;0.02
7915135;7915;Ciudad Lineal;79;MADRID;0.08
7915136;7915;Ciudad Lineal;79;MADRID;0.02
7915138;7915;Ciudad Lineal;79;MADRID;0.03
7915140;7915;Ciudad Lineal;79;MADRID;0.04
7915141;7915;Ciudad Lineal;79;MADRID;0.04
7915142;7915;Ciudad Lineal;79;MADRID;0.03
7915143;7915;Ciudad Lineal;79;MADRID;0.23
7915144;7915;Ciudad Lineal;79;MADRID;0.12
7915145;7915;Ciudad Lineal;79;MADRID;0.02
7915146;7915;Ciudad Lineal;79;MADRID;0.03
7915147;7915;Ciudad Lineal;79;MADRID;0.18
7918026;7918;Villa de Vallecas;79;MADRID;0.09
7918027;7918;Villa de Vallecas;79;MADRID;0.87
7918028;7918;Villa de Vallecas;79;MADRID;0.05
7918029;7918;Villa de Vallecas;79;MADRID;0.02
7918030;7918;Villa de Vallecas;79;MADRID;0.04
7918031;7918;Villa de Vallecas;79;MADRID;0.04
7918032;7918;Villa de Vallecas;79;MADRID;0.06
7918033;7918;Villa de Vallecas;79;MADRID;0.04
7918034;7918;Villa de Vallecas;79;MADRID;0.02
7918035;7918;Villa de Vallecas;79;MADRID;0.02
7918036;7918;Villa de Vallecas;79;MADRID;0.07
7918037;7918;Villa de Vallecas;79;MADRID;0.06
7918038;7918;Villa de Vallecas;79;MADRID;0.02
7918039;7918;Villa de Vallecas;79;MADRID;0.07
7918040;7918;Villa de Vallecas;79;MADRID;0.46
7918041;7918;Villa de Vallecas;79;MADRID;0.02
7918044;7918;Villa de Vallecas;79;MADRID;0.05
7918048;7918;Villa de Vallecas;79;MADRID;0.04
7920001;7920;San Blas-Canillejas;79;MADRID;0.25
7920002;7920;San Blas-Canillejas;79;MADRID;0.20
7920003;7920;San Blas-Canillejas;79;MADRID;0.03
7920006;7920;San Blas-Canillejas;79;MADRID;0.02
7920007;7920;San Blas-Canillejas;79;MADRID;0.04
7920008;7920;San Blas-Canillejas;79;MADRID;0.04
7920009;7920;San Blas-Canillejas;79;MADRID;0.03
7920010;7920;San Blas-Canillejas;79;MADRID;0.03
7920011;7920;San Blas-Canillejas;79;MADRID;0.02
7920012;7920;San Blas-Canillejas;79;MADRID;0.02
7920013;7920;San Blas-Canillejas;79;MADRID;0.02
7920014;7920;San Blas-Canillejas;79;MADRID;0.02
7920015;7920;San Blas-Canillejas;79;MADRID;0.02
7920016;7920;San Blas-Canillejas;79;MADRID;0.02
7920017;7920;San Blas-Canillejas;79;MADRID;0.14
7920018;7920;San Blas-Canillejas;79;MADRID;0.01
7920019;7920;San Blas-Canillejas;79;MADRID;0.02
7920020;7920;San Blas-Canillejas;79;MADRID;0.01
7920100;7920;San Blas-Canillejas;79;MADRID;0.22
7920118;7920;San Blas-Canillejas;79;MADRID;0.08
7920119;7920;San Blas-Canillejas;79;MADRID;0.49
7920122;7920;San Blas-Canillejas;79;MADRID;0.09
7920125;7920;San Blas-Canillejas;79;MADRID;0.47
7901117;7901;Centro;79;MADRID;0.10
7901118;7901;Centro;79;MADRID;0.04
7901119;7901;Centro;79;MADRID;0.09
7901120;7901;Centro;79;MADRID;0.05
7901121;7901;Centro;79;MADRID;0.07
7901123;7901;Centro;79;MADRID;0.03
7901124;7901;Centro;79;MADRID;0.07
7921022;7921;Barajas;79;MADRID;0.10
7921023;7921;Barajas;79;MADRID;0.05
7921026;7921;Barajas;79;MADRID;0.12
7921028;7921;Barajas;79;MADRID;0.69
7921030;7921;Barajas;79;MADRID;0.08
7921031;7921;Barajas;79;MADRID;0.20
7921033;7921;Barajas;79;MADRID;13.57
7907050;7907;Chamberí;79;MADRID;0.02
7907051;7907;Chamberí;79;MADRID;0.02
7907052;7907;Chamberí;79;MADRID;0.01
7907053;7907;Chamberí;79;MADRID;0.03
7907055;7907;Chamberí;79;MADRID;0.02
7907056;7907;Chamberí;79;MADRID;0.01
7907057;7907;Chamberí;79;MADRID;0.04
7907058;7907;Chamberí;79;MADRID;0.03
7907059;7907;Chamberí;79;MADRID;0.03
7907060;7907;Chamberí;79;MADRID;0.02
7907061;7907;Chamberí;79;MADRID;0.02
7907062;7907;Chamberí;79;MADRID;0.02
7907063;7907;Chamberí;79;MADRID;0.05
7907064;7907;Chamberí;79;MADRID;0.03
7907065;7907;Chamberí;79;MADRID;0.02
7907066;7907;Chamberí;79;MADRID;0.02
7907067;7907;Chamberí;79;MADRID;0.02
7907068;7907;Chamberí;79;MADRID;0.02
7907069;7907;Chamberí;79;MADRID;0.02
7907070;7907;Chamberí;79;MADRID;0.03
7907071;7907;Chamberí;79;MADRID;0.02
7907072;7907;Chamberí;79;MADRID;0.07
7907073;7907;Chamberí;79;MADRID;0.04
7901090;7901;Centro;79;MADRID;0.03
7901091;7901;Centro;79;MADRID;0.02
7901092;7901;Centro;79;MADRID;0.01
7901093;7901;Centro;79;MADRID;0.03
7901094;7901;Centro;79;MADRID;0.03
7901095;7901;Centro;79;MADRID;0.03
7901096;7901;Centro;79;MADRID;0.02
7901097;7901;Centro;79;MADRID;0.03
7901098;7901;Centro;79;MADRID;0.02
7901099;7901;Centro;79;MADRID;0.02
7901100;7901;Centro;79;MADRID;0.02
7901101;7901;Centro;79;MADRID;0.02
7901102;7901;Centro;79;MADRID;0.04
7901103;7901;Centro;79;MADRID;0.04
7901104;7901;Centro;79;MADRID;0.02
7901105;7901;Centro;79;MADRID;0.03
7901106;7901;Centro;79;MADRID;0.02
7901107;7901;Centro;79;MADRID;0.09
7901108;7901;Centro;79;MADRID;0.11
7901109;7901;Centro;79;MADRID;0.02
7901110;7901;Centro;79;MADRID;0.04
7901111;7901;Centro;79;MADRID;0.04
7901112;7901;Centro;79;MADRID;0.05
7901113;7901;Centro;79;MADRID;0.02
7901114;7901;Centro;79;MADRID;0.03
7901115;7901;Centro;79;MADRID;0.05
7901116;7901;Centro;79;MADRID;0.05
7906090;7906;Tetuán;79;MADRID;0.06
7906091;7906;Tetuán;79;MADRID;0.04
7906092;7906;Tetuán;79;MADRID;0.05
7906093;7906;Tetuán;79;MADRID;0.03
7906094;7906;Tetuán;79;MADRID;0.05
7906095;7906;Tetuán;79;MADRID;0.03
7906096;7906;Tetuán;79;MADRID;0.03
7906097;7906;Tetuán;79;MADRID;0.03
7906098;7906;Tetuán;79;MADRID;0.03
7906099;7906;Tetuán;79;MADRID;0.47
7906101;7906;Tetuán;79;MADRID;0.06
7906102;7906;Tetuán;79;MADRID;0.04
7906103;7906;Tetuán;79;MADRID;0.04
7906104;7906;Tetuán;79;MADRID;0.04
7906105;7906;Tetuán;79;MADRID;0.05
7906106;7906;Tetuán;79;MADRID;0.04
7906107;7906;Tetuán;79;MADRID;0.04
7906126;7906;Tetuán;79;MADRID;0.04
7919033;7919;Vicalvaro;79;MADRID;0.28
7919034;7919;Vicalvaro;79;MADRID;0.05
7919035;7919;Vicalvaro;79;MADRID;0.13
7919036;7919;Vicalvaro;79;MADRID;0.12
7919037;7919;Vicalvaro;79;MADRID;0.14
7919038;7919;Vicalvaro;79;MADRID;0.14
7919039;7919;Vicalvaro;79;MADRID;0.07
7919043;7919;Vicalvaro;79;MADRID;0.06
7919044;7919;Vicalvaro;79;MADRID;1.57
7919050;7919;Vicalvaro;79;MADRID;0.05
7916091;7916;Hortaleza;79;MADRID;0.43
7916092;7916;Hortaleza;79;MADRID;0.04
7916093;7916;Hortaleza;79;MADRID;0.03
7916096;7916;Hortaleza;79;MADRID;0.79
7916099;7916;Hortaleza;79;MADRID;0.07
7916106;7916;Hortaleza;79;MADRID;0.51
7916107;7916;Hortaleza;79;MADRID;0.84
7916108;7916;Hortaleza;79;MADRID;0.09
7916109;7916;Hortaleza;79;MADRID;0.56
7916110;7916;Hortaleza;79;MADRID;0.27
7916111;7916;Hortaleza;79;MADRID;0.13
7916112;7916;Hortaleza;79;MADRID;0.05
7916114;7916;Hortaleza;79;MADRID;0.96
7916115;7916;Hortaleza;79;MADRID;0.09
7916116;7916;Hortaleza;79;MADRID;0.08
7916117;7916;Hortaleza;79;MADRID;0.17
7916118;7916;Hortaleza;79;MADRID;0.16
7916119;7916;Hortaleza;79;MADRID;0.51
7916120;7916;Hortaleza;79;MADRID;0.42
7916122;7916;Hortaleza;79;MADRID;0.11
7916123;7916;Hortaleza;79;MADRID;1.24
7916124;7916;Hortaleza;79;MADRID;5.06
7916125;7916;Hortaleza;79;MADRID;0.49
7916126;7916;Hortaleza;79;MADRID;0.61
7916127;7916;Hortaleza;79;MADRID;0.04
7916128;7916;Hortaleza;79;MADRID;2.82
7916129;7916;Hortaleza;79;MADRID;0.21
7909071;7909;Moncloa-Aravaca;79;MADRID;1.27
7909086;7909;Moncloa-Aravaca;79;MADRID;1.21
7909091;7909;Moncloa-Aravaca;79;MADRID;0.78
7919040;7919;Vicalvaro;79;MADRID;0.06
7919041;7919;Vicalvaro;79;MADRID;0.04
7919042;7919;Vicalvaro;79;MADRID;0.11
7919045;7919;Vicalvaro;79;MADRID;0.05
7919046;7919;Vicalvaro;79;MADRID;0.06
7919047;7919;Vicalvaro;79;MADRID;0.15
7919048;7919;Vicalvaro;79;MADRID;0.03
7919049;7919;Vicalvaro;79;MADRID;0.05
7919051;7919;Vicalvaro;79;MADRID;0.08
7909046;7909;Moncloa-Aravaca;79;MADRID;0.10
7909047;7909;Moncloa-Aravaca;79;MADRID;0.10
7909049;7909;Moncloa-Aravaca;79;MADRID;0.03
7909050;7909;Moncloa-Aravaca;79;MADRID;0.03
7909051;7909;Moncloa-Aravaca;79;MADRID;0.03
7909052;7909;Moncloa-Aravaca;79;MADRID;0.06
7909053;7909;Moncloa-Aravaca;79;MADRID;0.05
7909054;7909;Moncloa-Aravaca;79;MADRID;0.03
7909055;7909;Moncloa-Aravaca;79;MADRID;0.06
7909056;7909;Moncloa-Aravaca;79;MADRID;0.10
7909057;7909;Moncloa-Aravaca;79;MADRID;0.03
7909058;7909;Moncloa-Aravaca;79;MADRID;0.02
7909060;7909;Moncloa-Aravaca;79;MADRID;0.04
7909061;7909;Moncloa-Aravaca;79;MADRID;0.03
7909063;7909;Moncloa-Aravaca;79;MADRID;0.08
7909064;7909;Moncloa-Aravaca;79;MADRID;0.09
7909065;7909;Moncloa-Aravaca;79;MADRID;0.02
7909066;7909;Moncloa-Aravaca;79;MADRID;0.03
7909067;7909;Moncloa-Aravaca;79;MADRID;0.03
7909068;7909;Moncloa-Aravaca;79;MADRID;0.03
7909069;7909;Moncloa-Aravaca;79;MADRID;0.04
7909070;7909;Moncloa-Aravaca;79;MADRID;0.28
7909082;7909;Moncloa-Aravaca;79;MADRID;0.02
7909090;7909;Moncloa-Aravaca;79;MADRID;0.11
7907118;7907;Chamberí;79;MADRID;0.09
7907119;7907;Chamberí;79;MADRID;0.02
7907120;7907;Chamberí;79;MADRID;0.20
7907121;7907;Chamberí;79;MADRID;0.09
7907122;7907;Chamberí;79;MADRID;0.02
7907123;7907;Chamberí;79;MADRID;0.03
7907124;7907;Chamberí;79;MADRID;0.02
7907125;7907;Chamberí;79;MADRID;0.13
7907126;7907;Chamberí;79;MADRID;0.01
7907127;7907;Chamberí;79;MADRID;0.04
7907128;7907;Chamberí;79;MADRID;0.02
7907129;7907;Chamberí;79;MADRID;0.03
7907130;7907;Chamberí;79;MADRID;0.06
7907131;7907;Chamberí;79;MADRID;0.03
7907132;7907;Chamberí;79;MADRID;0.10
7907133;7907;Chamberí;79;MADRID;0.03
7907134;7907;Chamberí;79;MADRID;0.04
7907135;7907;Chamberí;79;MADRID;0.12
7908104;7908;Fuencarral-El Pardo;79;MADRID;0.06
7908105;7908;Fuencarral-El Pardo;79;MADRID;0.04
7908106;7908;Fuencarral-El Pardo;79;MADRID;0.02
7908107;7908;Fuencarral-El Pardo;79;MADRID;0.02
7908108;7908;Fuencarral-El Pardo;79;MADRID;0.02
7908109;7908;Fuencarral-El Pardo;79;MADRID;0.03
7908110;7908;Fuencarral-El Pardo;79;MADRID;0.03
7908111;7908;Fuencarral-El Pardo;79;MADRID;0.52
7908112;7908;Fuencarral-El Pardo;79;MADRID;0.60
7908113;7908;Fuencarral-El Pardo;79;MADRID;0.03
7908114;7908;Fuencarral-El Pardo;79;MADRID;0.04
7908115;7908;Fuencarral-El Pardo;79;MADRID;0.02
7908116;7908;Fuencarral-El Pardo;79;MADRID;0.03
7908117;7908;Fuencarral-El Pardo;79;MADRID;0.03
7908119;7908;Fuencarral-El Pardo;79;MADRID;0.14
7908120;7908;Fuencarral-El Pardo;79;MADRID;0.04
7908121;7908;Fuencarral-El Pardo;79;MADRID;0.41
7908122;7908;Fuencarral-El Pardo;79;MADRID;0.05
7908123;7908;Fuencarral-El Pardo;79;MADRID;0.07
7908124;7908;Fuencarral-El Pardo;79;MADRID;0.09
7908125;7908;Fuencarral-El Pardo;79;MADRID;0.06
7908126;7908;Fuencarral-El Pardo;79;MADRID;0.06
7908128;7908;Fuencarral-El Pardo;79;MADRID;0.98
7908153;7908;Fuencarral-El Pardo;79;MADRID;0.10
7908159;7908;Fuencarral-El Pardo;79;MADRID;0.36
7908160;7908;Fuencarral-El Pardo;79;MADRID;0.16
7908161;7908;Fuencarral-El Pardo;79;MADRID;0.10
7908162;7908;Fuencarral-El Pardo;79;MADRID;0.24
7908166;7908;Fuencarral-El Pardo;79;MADRID;2.15
7908167;7908;Fuencarral-El Pardo;79;MADRID;0.83
7908168;7908;Fuencarral-El Pardo;79;MADRID;0.06
7908170;7908;Fuencarral-El Pardo;79;MADRID;0.11
7908171;7908;Fuencarral-El Pardo;79;MADRID;0.68
7908172;7908;Fuencarral-El Pardo;79;MADRID;0.07
7908174;7908;Fuencarral-El Pardo;79;MADRID;0.32
7908179;7908;Fuencarral-El Pardo;79;MADRID;0.07
7908185;7908;Fuencarral-El Pardo;79;MADRID;0.05
7908186;7908;Fuencarral-El Pardo;79;MADRID;0.07
7908187;7908;Fuencarral-El Pardo;79;MADRID;0.19
7908188;7908;Fuencarral-El Pardo;79;MADRID;0.07
7915001;7915;Ciudad Lineal;79;MADRID;0.06
7915002;7915;Ciudad Lineal;79;MADRID;0.06
7915003;7915;Ciudad Lineal;79;MADRID;0.05
7915005;7915;Ciudad Lineal;79;MADRID;1.65
7915006;7915;Ciudad Lineal;79;MADRID;0.02
7915008;7915;Ciudad Lineal;79;MADRID;0.31
7915009;7915;Ciudad Lineal;79;MADRID;0.03
7915010;7915;Ciudad Lineal;79;MADRID;0.03
7915011;7915;Ciudad Lineal;79;MADRID;0.03
7915012;7915;Ciudad Lineal;79;MADRID;0.03
7915013;7915;Ciudad Lineal;79;MADRID;0.04
7915014;7915;Ciudad Lineal;79;MADRID;0.05
7915015;7915;Ciudad Lineal;79;MADRID;0.02
7915016;7915;Ciudad Lineal;79;MADRID;0.03
7915017;7915;Ciudad Lineal;79;MADRID;0.02
7915018;7915;Ciudad Lineal;79;MADRID;0.01
7915019;7915;Ciudad Lineal;79;MADRID;0.01
7915020;7915;Ciudad Lineal;79;MADRID;0.02
7915021;7915;Ciudad Lineal;79;MADRID;0.01
7915022;7915;Ciudad Lineal;79;MADRID;0.02
7915023;7915;Ciudad Lineal;79;MADRID;0.04
7915024;7915;Ciudad Lineal;79;MADRID;0.05
7915025;7915;Ciudad Lineal;79;MADRID;0.03
7915026;7915;Ciudad Lineal;79;MADRID;0.02
7915027;7915;Ciudad Lineal;79;MADRID;0.02
7915028;7915;Ciudad Lineal;79;MADRID;0.01
7915029;7915;Ciudad Lineal;79;MADRID;0.02
7915030;7915;Ciudad Lineal;79;MADRID;0.04
7915031;7915;Ciudad Lineal;79;MADRID;0.05
7915032;7915;Ciudad Lineal;79;MADRID;0.03
7915033;7915;Ciudad Lineal;79;MADRID;0.05
7915034;7915;Ciudad Lineal;79;MADRID;0.03
7915035;7915;Ciudad Lineal;79;MADRID;0.03
7915036;7915;Ciudad Lineal;79;MADRID;0.02
7915037;7915;Ciudad Lineal;79;MADRID;0.03
7915038;7915;Ciudad Lineal;79;MADRID;0.04
7915039;7915;Ciudad Lineal;79;MADRID;0.03
7915040;7915;Ciudad Lineal;79;MADRID;0.04
7915041;7915;Ciudad Lineal;79;MADRID;0.05
7915042;7915;Ciudad Lineal;79;MADRID;0.06
7915043;7915;Ciudad Lineal;79;MADRID;0.03
7914060;7914;Moratalaz;79;MADRID;0.06
7914061;7914;Moratalaz;79;MADRID;0.05
7914062;7914;Moratalaz;79;MADRID;0.04
7914063;7914;Moratalaz;79;MADRID;0.05
7914064;7914;Moratalaz;79;MADRID;0.03
7914065;7914;Moratalaz;79;MADRID;0.03
7914066;7914;Moratalaz;79;MADRID;0.02
7914067;7914;Moratalaz;79;MADRID;0.03
7914068;7914;Moratalaz;79;MADRID;0.02
7914069;7914;Moratalaz;79;MADRID;0.03
7914070;7914;Moratalaz;79;MADRID;0.04
7914071;7914;Moratalaz;79;MADRID;0.04
7914072;7914;Moratalaz;79;MADRID;0.03
7914073;7914;Moratalaz;79;MADRID;0.02
7914074;7914;Moratalaz;79;MADRID;0.02
7914075;7914;Moratalaz;79;MADRID;0.03
7914076;7914;Moratalaz;79;MADRID;0.02
7914077;7914;Moratalaz;79;MADRID;0.03
7911078;7911;Carabanchel;79;MADRID;0.03
7911079;7911;Carabanchel;79;MADRID;0.02
7911080;7911;Carabanchel;79;MADRID;0.03
7911081;7911;Carabanchel;79;MADRID;0.05
7911082;7911;Carabanchel;79;MADRID;0.03
7911083;7911;Carabanchel;79;MADRID;0.02
7911085;7911;Carabanchel;79;MADRID;0.05
7911086;7911;Carabanchel;79;MADRID;0.03
7911087;7911;Carabanchel;79;MADRID;0.03
7911088;7911;Carabanchel;79;MADRID;0.03
7911089;7911;Carabanchel;79;MADRID;0.04
7911091;7911;Carabanchel;79;MADRID;0.02
7911092;7911;Carabanchel;79;MADRID;0.03
7911093;7911;Carabanchel;79;MADRID;0.06
7911094;7911;Carabanchel;79;MADRID;0.09
7911095;7911;Carabanchel;79;MADRID;0.06
7911096;7911;Carabanchel;79;MADRID;0.26
7911097;7911;Carabanchel;79;MADRID;0.07
7911098;7911;Carabanchel;79;MADRID;0.08
7911099;7911;Carabanchel;79;MADRID;0.04
7911100;7911;Carabanchel;79;MADRID;0.09
7911101;7911;Carabanchel;79;MADRID;0.07
7911102;7911;Carabanchel;79;MADRID;0.05
7911103;7911;Carabanchel;79;MADRID;0.04
7911104;7911;Carabanchel;79;MADRID;0.03
7911105;7911;Carabanchel;79;MADRID;0.02
7911106;7911;Carabanchel;79;MADRID;0.04
7911107;7911;Carabanchel;79;MADRID;0.03
7911108;7911;Carabanchel;79;MADRID;0.03
7911109;7911;Carabanchel;79;MADRID;0.03
7911110;7911;Carabanchel;79;MADRID;0.02
7911111;7911;Carabanchel;79;MADRID;0.03
7911112;7911;Carabanchel;79;MADRID;0.05
7911179;7911;Carabanchel;79;MADRID;0.02
7912075;7912;Usera;79;MADRID;0.14
7912077;7912;Usera;79;MADRID;0.09
7912078;7912;Usera;79;MADRID;0.03
7912079;7912;Usera;79;MADRID;0.03
7912080;7912;Usera;79;MADRID;0.03
7912081;7912;Usera;79;MADRID;0.03
7912082;7912;Usera;79;MADRID;0.02
7912083;7912;Usera;79;MADRID;0.02
7912084;7912;Usera;79;MADRID;0.02
7912098;7912;Usera;79;MADRID;0.36
8001001;8001;;80;MAJADAHONDA;0.06
8001002;8001;;80;MAJADAHONDA;0.09
8001003;8001;;80;MAJADAHONDA;0.09
